类别,省,市,县,公司简称,行政区划,公司全名,行业,员工人数,总市值(亿),股票代码,注册地,办公地,官网,成立日期,上市日期
沪科创板,福建省,厦门市,海沧区,厦钨新能,350205,厦门厦钨新能源材料股份有限公司,电池,2957,195.45,688778,福建省厦门市海沧区中国(福建)自由贸易试验区厦门片区柯井社300号之一,福建省厦门市海沧区中国(福建)自由贸易试验区厦门片区柯井社300号之一,www.xtc-xny.com,12/19/2016,8/5/2021
沪科创板,湖南省,长沙市,岳麓区,五矿新能,430104,五矿新能源材料(湖南)股份有限公司,电池,2064,90.29,688779,湖南省长沙市岳麓区沿高路61号,湖南省长沙市岳麓区沿高路61号,www.cylico.com,6/17/2002,8/11/2021
沪科创板,江西省,赣州市,大余县,悦安新材,360723,江西悦安新材料股份有限公司,金属新材料,568,28.66,688786,江西省赣州市大余县新世纪工业城,江西省赣州市大余县新华工业园,www.yueanmetal.com,11/9/2004,8/26/2021
沪科创板,北京市,市辖区,海淀区,海天瑞声,110108,北京海天瑞声科技股份有限公司,IT服务,226,51.89,688787,北京市海淀区知春路68号院1号楼4层401,北京市海淀区知春路68号院1号楼4层401,www.haitianruisheng.com,5/10/2005,8/13/2021
沪科创板,广东省,深圳市,南山区,科思科技,440305,深圳市科思科技股份有限公司,军工电子,741,71.33,688788,广东省深圳市南山区西丽街道高新北区朗山路7号航空电子工程研发大厦五楼,广东省深圳市南山区西丽街道高新北区朗山路7号航空电子工程研发大厦五楼,www.consys.com.cn,2/26/2004,10/22/2020
沪科创板,浙江省,杭州市,滨江区,宏华数科,330108,杭州宏华数码科技股份有限公司,专用设备,941,118.83,688789,浙江省杭州市滨江区滨盛路3911号,浙江省杭州市滨江区滨盛路3911号,www.atexco.com,10/9/1992,7/8/2021
沪科创板,广东省,深圳市,福田区,倍轻松,440304,深圳市倍轻松科技股份有限公司,小家电,987,26.33,688793,广东省深圳市福田区华强北街道深南中路2018号兴华大厦东栋十层整层1071室,广东省深圳市南山区创业路1777号海信南方大厦19楼,www.breo.com,7/4/2000,7/15/2021
沪科创板,上海市,市辖区,闵行区,艾为电子,310112,上海艾为电子技术股份有限公司,半导体,869,180.88,688798,上海市闵行区秀文路908弄2号1201室,上海市闵行区秀文路908号B座15层,www.awinic.com,6/17/2008,8/16/2021
沪科创板,湖南省,长沙市,浏阳市,华纳药厂,430181,湖南华纳大药厂股份有限公司,化学制药,1238,43.14,688799,湖南省长沙市浏阳市生物医药园区,湖南省长沙市岳麓区麓天路28号五矿麓谷科技园C6-C7栋,www.warrant.com.cn,4/29/2001,7/13/2021
沪科创板,江苏省,苏州市,吴中区,瑞可达,320506,苏州瑞可达连接系统股份有限公司,其他电子,2129,73.33,688800,江苏省苏州市吴中区吴淞江科技产业园淞葭路998号,江苏省苏州市吴中区吴淞江科技产业园淞葭路998号,www.recodeal.com,1/10/2006,7/22/2021
沪科创板,浙江省,湖州市,长兴县,天能股份,330522,天能电池集团股份有限公司,电池,19022,247.01,688819,浙江省湖州市长兴县煤山镇工业园区,浙江省湖州市长兴县画溪工业园包桥路18号,www.cn-tn.com,3/12/2003,1/18/2021
沪科创板,上海市,市辖区,浦东新区,中芯国际,013002,中芯国际集成电路制造有限公司,半导体,19186,7192.68,688981,"CricketSquare,HutchinsDrive,P.O.Box2681,GrandCayman,KY1-1111CaymanIslands",上海市浦东新区张江路18号,www.smics.com,4/2/2000,7/16/2020
沪科创板,北京市,市辖区,海淀区,九号公司,013002,九号有限公司,汽车服务及其他,4913,428.95,689009,"MaplesCorporateServicesLimitedatPOBox309,UglandHouse,GrandCayman,KY1-1104,CaymanIslands",北京市海淀区西小口路66号中关村东升科技园A4号楼,www.ninebot.com,12/9/2014,10/29/2020
深A股,广东省,深圳市,罗湖区,平安银行,440303,平安银行股份有限公司,银行,41011,2138.53,000001,广东省深圳市罗湖区深南东路5047号,广东省深圳市罗湖区深南东路5047号;广东省深圳市福田区益田路5023号平安金融中心B座,bank.pingan.com,12/21/1987,4/3/1991
深A股,广东省,深圳市,盐田区,万  科Ａ,440308,万科企业股份有限公司,房地产,127638,851.85,000002,广东省深圳市盐田区大梅沙环梅路33号万科中心,广东省深圳市福田区梅林路63号万科大厦,www.vanke.com,5/29/1984,1/29/1991
深A股,广东省,深圳市,福田区,国华网安,440304,深圳国华网安科技股份有限公司,软件开发,298,12.07,000004,广东省深圳市福田区梅林街道孖岭社区凯丰路10号翠林大厦12层,广东省深圳市福田区梅林街道孖岭社区凯丰路10号翠林大厦12层,www.sz000004.cn,5/4/1986,12/1/1990
深A股,广东省,深圳市,罗湖区,深振业Ａ,440303,深圳市振业(集团)股份有限公司,房地产,416,86.26,000006,广东省深圳市罗湖区桂园街道宝安南路2014号振业大厦A座31层,广东省深圳市南山区科技南路16号深圳湾科技生态园11栋A座42-43层,www.zhenye.com,5/24/1989,4/27/1992
深A股,广东省,深圳市,福田区,全新好,440304,深圳市全新好股份有限公司,零售,74,23.07,000007,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,www.sz000007.com,3/10/1983,4/13/1992
深A股,北京市,市辖区,海淀区,神州高铁,110108,神州高铁技术股份有限公司,轨交设备,1914,74.16,000008,北京市海淀区高梁桥斜街59号院1号楼16层1606,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,www.shenzhou-gaotie.com,10/10/1989,5/7/1992
深A股,广东省,深圳市,罗湖区,中国宝安,440303,中国宝安集团股份有限公司,电池,16658,199.12,000009,广东省深圳市罗湖区笋岗东路1002号宝安广场A座28、29层,广东省深圳市罗湖区笋岗东路1002号宝安广场A座28、29层,www.chinabaoan.com,10/7/1990,6/25/1991
深A股,广东省,深圳市,宝安区,美丽生态,440306,深圳美丽生态股份有限公司,建筑装饰,145,29.78,000010,广东省深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B栋1701-1703室,广东省深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B栋1701-1703室,www.eco-beauty.cn,1/8/1989,10/27/1995
深A股,广东省,深圳市,罗湖区,深物业A,440303,深圳市物业发展(集团)股份有限公司,房地产,8964,49.76,000011,广东省深圳市罗湖区人民南路国贸大厦39层、42层,广东省深圳市罗湖区人民南路国贸大厦16层、20层、39层、42层,www.szwuye.com.cn,1/16/1983,3/30/1992
深A股,广东省,深圳市,南山区,南  玻Ａ,440305,中国南玻集团股份有限公司,建筑材料,14661,147.7,000012,广东省深圳市南山区蛇口工业六路一号南玻大厦,广东省深圳市南山区蛇口工业六路一号南玻大厦,www.csgholding.com,9/9/1984,2/28/1992
深A股,广东省,深圳市,南山区,沙河股份,440305,沙河实业股份有限公司,房地产,78,26.33,000014,广东省深圳市南山区白石路2222号沙河世纪楼,广东省深圳市南山区白石路2222号沙河世纪楼,www.shahe.cn,7/26/1987,6/2/1992
深A股,广东省,深圳市,南山区,深康佳Ａ,440305,康佳集团股份有限公司,白色家电,13358,119.67,000016,广东省深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,广东省深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,www.konka.com,9/30/1980,3/27/1992
深A股,广东省,深圳市,罗湖区,深中华A,440303,深圳中华自行车(集团)股份有限公司,服装家纺,81,45,000017,广东省深圳市罗湖区布心路3008号,广东省深圳市罗湖区翠竹街道贝丽北路89号水贝金座大厦8楼,www.szcbc.com,8/23/1984,3/31/1992
深A股,广东省,深圳市,南山区,深粮控股,440305,深圳市深粮控股股份有限公司,农产品加工,1215,79.41,000019,广东省深圳市南山区粤海街道学府路科技园南区软件产业基地4栋B座8层,广东省深圳市福田区福虹路9号世贸广场A座13楼,www.slkg1949.com,7/29/1981,10/12/1992
深A股,广东省,深圳市,福田区,深华发Ａ,440304,深圳中恒华发股份有限公司,光学光电子,490,32.54,000020,广东省深圳市福田区华发北路411栋,广东省深圳市福田区华发北路411栋华发大厦东座6楼,www.hwafa.com.cn,12/7/1981,4/28/1992
深A股,广东省,深圳市,福田区,深科技,440304,深圳长城开发科技股份有限公司,消费电子,17421,273.41,000021,广东省深圳市福田区彩田路7006号,广东省深圳市福田区彩田路7006号,www.kaifa.cn,7/3/1985,2/2/1994
深A股,广东省,深圳市,罗湖区,特  力Ａ,440303,深圳市特力(集团)股份有限公司,综合,160,79.49,000025,广东省深圳市罗湖区水贝二路五十六号特力大厦三楼,广东省深圳市罗湖区水贝二路五十六号特力大厦三楼、四楼,www.tellus.cn,11/9/1986,6/21/1993
深A股,广东省,深圳市,南山区,飞亚达,440305,飞亚达精密科技股份有限公司,服装家纺,3650,42.28,000026,广东省深圳市南山区高新南一道飞亚达科技大厦,广东省深圳市南山区高新南一道飞亚达科技大厦20楼,www.fiytagroup.com,3/29/1990,6/3/1993
深A股,广东省,深圳市,福田区,深圳能源,440304,深圳能源集团股份有限公司,电力,12527,291.63,000027,广东省深圳市福田区福田街道金田路2026号能源大厦北塔楼9层、29-31层、34-41层,广东省深圳市福田区福田街道金田路2026号能源大厦北塔楼9层、29-31层、34-41层,www.sec.com.cn,8/20/1993,9/3/1993
深A股,广东省,深圳市,福田区,国药一致,440304,国药集团一致药业股份有限公司,医药商业,34831,136.86,000028,广东省深圳市福田区园岭街道八卦四路15号一致药业大厦,广东省深圳市福田区园岭街道八卦四路15号一致药业大厦,www.szaccord.com.cn,8/1/1986,8/9/1993
深A股,广东省,深圳市,罗湖区,深深房Ａ,440303,深圳经济特区房地产(集团)股份有限公司,房地产,233,153.77,000029,广东省深圳市罗湖区南湖街道嘉北社区人民南路3005号深房广场A46层-A48层B46层-B48层,广东省深圳市罗湖区人民南路3005号深房广场46-48层,www.sfjt.com.cn,7/18/1986,9/15/1993
深A股,吉林省,长春市,绿园区,富奥股份,220106,富奥汽车零部件股份有限公司,汽车零部件,8032,102.58,000030,吉林省长春市绿园区汽车经济技术开发区东风南街777号,吉林省长春市朝阳区高新区学海街701号,www.fawer.com.cn,10/5/1988,9/29/1993
深A股,广东省,深圳市,宝安区,大悦城,440306,大悦城控股集团股份有限公司,房地产,6189,117.44,000031,广东省深圳市宝安区新安街道3区龙井二路3号中粮地产集团中心第1层101室,广东省深圳市宝安区留仙一路8号中粮创芯研发中心A1栋27楼;北京市朝阳区朝阳门南大街8号中粮福临门大厦13层,www.grandjoy.com,10/7/1993,10/8/1993
深A股,广东省,深圳市,南山区,深桑达Ａ,440305,深圳市桑达实业股份有限公司,建筑装饰,23355,256.38,000032,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,www.sedind.com,12/3/1993,10/28/1993
深A股,广东省,深圳市,南山区,神州数码,440305,神州数码集团股份有限公司,IT服务,5909,267.72,000034,广东省深圳市南山区沙河街道东方社区深湾二路82号神州数码国际创新中心东塔3801,北京市海淀区上地九街九号数码科技广场,www.digitalchina.com,5/31/1982,5/9/1994
深A股,江苏省,南通市,海安市,中国天楹,320685,中国天楹股份有限公司,环境治理,19437,110.28,000035,江苏省南通市海安市黄海大道(西)268号2幢,江苏省南通市海安市黄海大道(西)268号2幢,www.cnty.cn,12/30/1984,4/8/1994
深A股,广东省,深圳市,福田区,华联控股,440304,华联控股股份有限公司,房地产,703,55.35,000036,广东省深圳市福田区深南中路2008号华联大厦11层,广东省深圳市福田区深南中路2008号华联大厦16层,www.udcgroup.com,9/10/1989,6/17/1994
深A股,广东省,深圳市,南山区,深南电A,440305,深圳南山热电股份有限公司,电力,292,49.25,000037,广东省深圳市南山区月亮湾大道2097号,广东省深圳市南山区华侨城汉唐大厦16、17楼,www.nsrd.com.cn,4/5/1990,7/1/1994
深A股,广东省,深圳市,南山区,中集集团,440305,中国国际海运集装箱(集团)股份有限公司,通用设备,50686,407.67,000039,广东省深圳市南山区蛇口港湾大道2号中集集团研发中心8楼,广东省深圳市南山区蛇口港湾大道2号中集集团研发中心8楼,www.cimc.com,1/13/1980,4/8/1994
深A股,广东省,深圳市,罗湖区,*ST旭蓝,440303,东旭蓝天新能源股份有限公司,电力,470,7.29,000040,广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,www.dongxulantian.com,3/22/1982,8/8/1994
深A股,广东省,深圳市,福田区,中洲控股,440304,深圳市中洲投资控股股份有限公司,房地产,2448,45.54,000042,广东省深圳市福田区福田街道岗厦社区金田路3088号中洲大厦3802,广东省深圳市福田区金田路3088号中洲大厦38楼,www.zztzkg.com,9/16/1984,9/21/1994
深A股,广东省,深圳市,南山区,深纺织Ａ,440305,深圳市纺织(集团)股份有限公司,光学光电子,1389,50.7,000045,广东省深圳市南山区前海深港合作区南山街道恒升街2号中国国有资本风投大厦A塔A1203,广东省深圳市福田区华强北路3号深纺大厦A座六楼,www.chinasthc.com,4/29/1982,8/15/1994
深A股,广东省,深圳市,罗湖区,京基智农,440303,深圳市京基智农时代股份有限公司,养殖业,3206,84,000048,广东省深圳市罗湖区桂园街道老围社区蔡屋围京基一百大厦A座7101,广东省深圳市罗湖区桂园街道老围社区蔡屋围京基一百大厦A座7101,www.kingkeyzn.com,12/31/1978,11/1/1994
深A股,广东省,深圳市,南山区,德赛电池,440305,深圳市德赛电池科技股份有限公司,电池,16272,80.24,000049,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦东座26楼,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦东座26楼,www.desaybattery.com.cn,9/3/1985,3/20/1995
深A股,广东省,深圳市,龙华区,深天马Ａ,440309,天马微电子股份有限公司,光学光电子,22580,192.93,000050,广东省深圳市龙华区民治街道北站社区留仙大道天马大厦1918,广东省深圳市龙华区民治街道北站社区天马总部大厦,www.tianma.cn,11/7/1983,3/15/1995
