类别,省,市,县,公司简称,行政区划,公司全名,行业,员工人数,总市值(亿),股票代码,注册地,办公地,官网,成立日期,上市日期
沪A股,山东省,聊城市,莘县,嘉华股份,371522,山东嘉华生物科技股份有限公司,农产品加工,825,21.18,603182,山东省聊城市莘县鸿图街19号(一照多址),山东省聊城市莘县鸿图街19号,www.sinoglorygroup.com,12/7/2000,9/9/2022
沪A股,江苏省,苏州市,吴中区,建研院,320506,苏州市建筑科学研究院集团股份有限公司,其他社会服务,1846,19.89,603183,江苏省苏州市吴中区吴中经济开发区横泾街道北官渡路82号,江苏省苏州市吴中区吴中经济开发区横泾街道北官渡路82号,chinajyy.net,3/27/1990,9/5/2017
沪A股,江苏省,无锡市,滨湖区,弘元绿能,320211,弘元绿色能源股份有限公司,光伏设备,10804,87.87,603185,江苏省无锡市滨湖区雪浪街道南湖中路158号,江苏省无锡市滨湖区雪浪街道南湖中路158号,www.hysolar.com,9/27/2002,12/28/2018
沪A股,浙江省,杭州市,余杭区,华正新材,330110,浙江华正新材料股份有限公司,元件,2588,35.5,603186,浙江省杭州市余杭区余杭街道华一路2号,浙江省杭州市余杭区余杭街道华一路2号,www.wazam.com.cn,3/5/2003,1/3/2017
沪A股,山东省,青岛市,黄岛区,海容冷链,370211,青岛海容商用冷链股份有限公司,通用设备,1959,41.04,603187,山东省青岛市黄岛区隐珠山路1817号,山东省青岛市黄岛区隐珠山路1817号,www.chinahiron.com,8/7/2006,11/29/2018
沪A股,江苏省,常州市,武进区,亚邦股份,320412,江苏亚邦染料股份有限公司,化学制品,1161,23.09,603188,江苏省常州市武进区牛塘镇人民西路105号,江苏省常州市武进区漕溪路9号联东U谷常州国际企业港11栋,www.yabangdyes.com,2/23/2006,9/9/2014
沪A股,上海市,市辖区,浦东新区,网达软件,310115,上海网达软件股份有限公司,软件开发,1194,45.12,603189,上海市浦东新区中国(上海)自由贸易试验区川桥路409号,上海市浦东新区中国(上海)自由贸易试验区川桥路409号,www.wondertek.com.cn,12/8/2009,9/14/2016
沪A股,山东省,烟台市,莱州市,亚通精工,370683,烟台亚通精工机械股份有限公司,汽车零部件,2252,24.3,603190,山东省烟台市莱州市经济开发区玉海街6898号,山东省烟台市莱州市经济开发区玉海街6898号,www.yatonggroup.com,4/17/2002,2/17/2023
沪A股,重庆市,市辖区,长寿区,望变电气,500115,重庆望变电气(集团)股份有限公司,钢铁,1638,38.21,603191,重庆市长寿区晏家街道齐心东路10号,重庆市江北区江北城街道江北城西大街3号交通银行大厦12楼,www.cqwbdq.com,8/15/1994,4/28/2022
沪A股,上海市,市辖区,金山区,汇得科技,310116,上海汇得科技股份有限公司,化学制品,907,24.11,603192,上海市金山区金山卫镇春华路180号,上海市金山区金山卫镇春华路180号,www.shhdsz.com,6/24/2007,8/28/2018
沪A股,广东省,广州市,黄埔区,润本股份,440112,润本生物技术股份有限公司,美容护理,917,141.81,603193,广东省广州市黄埔区经济技术开发区新庄五路3号,广东省广州市天河区珠江新城华夏路28号40楼,www.runben.com,12/29/2013,10/17/2023
沪A股,浙江省,湖州市,安吉县,中力股份,330523,浙江中力机械股份有限公司,工程机械,3957,134.34,603194,浙江省湖州市安吉县灵峰街道霞泉村,浙江省湖州市安吉县灵峰街道霞泉村,www.ep-zl.com,9/19/2007,12/24/2024
沪A股,浙江省,宁波市,慈溪市,公牛集团,330282,公牛集团股份有限公司,家居用品,13746,927.12,603195,浙江省宁波市慈溪市观海卫镇工业园东区,上海市青浦区盈港东路3888号A7号楼,www.gongniu.cn,1/17/2008,2/6/2020
沪A股,上海市,市辖区,松江区,日播时尚,310117,日播时尚集团股份有限公司,服装家纺,1375,34.86,603196,上海市松江区中山街道茸阳路98号1幢2层,上海市松江区中山街道茸阳路98号1幢2层,www.ribo-group.com,4/24/2002,5/31/2017
沪A股,上海市,市辖区,松江区,保隆科技,310117,上海保隆汽车科技股份有限公司,汽车零部件,6678,77.28,603197,上海市松江区沈砖公路5500号,上海市松江区沈砖公路5500号,www.baolong.biz,5/19/1997,5/19/2017
沪A股,安徽省,六安市,霍山县,迎驾贡酒,341525,安徽迎驾贡酒股份有限公司,白酒,7406,393.52,603198,安徽省六安市霍山县佛子岭镇,安徽省六安市霍山县佛子岭镇,www.yingjia.cn,11/27/2003,5/28/2015
沪A股,安徽省,池州市,青阳县,九华旅游,341723,安徽九华山旅游发展股份有限公司,旅游及酒店,1600,42.88,603199,安徽省池州市青阳县九华山风景名胜区九华街,安徽省池州市青阳县五溪新城区,www.jiuhuashan.cc,12/26/2000,3/26/2015
沪A股,上海市,市辖区,嘉定区,上海洗霸,310114,上海洗霸科技股份有限公司,环境治理,1037,61.93,603200,上海市嘉定区博学路138号6幢、7幢,上海市虹口区中山北一路1230号柏树大厦B区5楼,,7/3/1994,6/1/2017
沪A股,江苏省,苏州市,常熟市,常润股份,320581,常熟通润汽车零部件股份有限公司,通用设备,2521,26.8,603201,江苏省苏州市常熟市常熟经济开发区新龙腾工业园,江苏省苏州市常熟市常熟经济开发区新龙腾工业园,www.tongrunjacks.com,8/4/2002,7/29/2022
沪A股,江苏省,常州市,武进区,快克智能,320412,快克智能装备股份有限公司,自动化设备,1199,55.74,603203,江苏省常州市武进区高新技术产业开发区凤翔路11号,江苏省常州市武进区高新技术产业开发区凤翔路11号,www.quick-global.com,6/27/2006,11/8/2016
沪A股,江苏省,常州市,金坛区,健尔康,320413,健尔康医疗科技股份有限公司,医疗器械,1638,49.8,603205,江苏省常州市金坛区直溪镇工业集中区健尔康路1号,江苏省常州市金坛区直溪镇工业集中区健尔康路1号,www.chinajek.com,6/5/2000,11/7/2024
沪A股,江苏省,南京市,雨花台区,嘉环科技,320114,嘉环科技股份有限公司,通信服务,9049,50.66,603206,江苏省南京市雨花台区宁双路19号10幢,江苏省南京市雨花台区宁双路19号10幢,www.bestlink.com.cn,11/18/1998,5/6/2022
沪A股,上海市,市辖区,奉贤区,小方制药,310120,上海小方制药股份有限公司,化学制药,548,43.21,603207,上海市奉贤区洪朱路777号,上海市奉贤区洪朱路777号,www.xf-pharma.com,8/11/1993,8/26/2024
沪A股,浙江省,衢州市,江山市,江山欧派,330881,江山欧派门业股份有限公司,家居用品,5023,26.79,603208,浙江省衢州市江山市贺村镇淤头村淤达山自然村8号,浙江省衢州市江山市贺村镇淤头村淤达山自然村8号,www.oupaigroup.com,7/30/2006,2/10/2017
沪A股,福建省,泉州市,泉港区,兴通股份,350505,兴通海运股份有限公司,港口航运,731,40.4,603209,福建省泉州市泉港区驿峰东路295号兴通海运大厦8-9楼,福建省泉州市泉港区驿峰东路295号兴通海运大厦2楼、5楼、7-9楼,www.xtshipping.com,12/17/1997,3/24/2022
沪A股,浙江省,台州市,路桥区,泰鸿万立,331004,浙江泰鸿万立科技股份有限公司,汽车零部件,1832,70.5,603210,浙江省台州市路桥区海丰路1178号,浙江省台州市路桥区海丰路1178号、海虹大道100号,www.zjtaihong.com,8/17/2005,4/9/2025
沪A股,上海市,市辖区,松江区,晋拓股份,310117,晋拓科技股份有限公司,汽车零部件,1330,45.23,603211,上海市松江区新浜工业园区胡甪路368号,上海市松江区新浜工业园区胡甪路368号,www.sh-jintuo.com,6/30/2004,7/25/2022
沪A股,江苏省,苏州市,吴江区,赛伍技术,320509,苏州赛伍应用技术股份有限公司,光伏设备,1001,40.69,603212,江苏省苏州市吴江区经济技术开发区叶港路369号,江苏省苏州市吴江区经济技术开发区叶港路369号,www.cybrid.com.cn,11/3/2008,4/30/2020
沪A股,浙江省,宁波市,镇海区,镇洋发展,330211,浙江镇洋发展股份有限公司,化学原料,565,39.92,603213,浙江省宁波市镇海区宁波石化经济技术开发区海天中路655号,浙江省宁波市镇海区宁波石化经济技术开发区海天中路655号,www.nbocc.com,12/20/2004,11/11/2021
沪A股,上海市,市辖区,浦东新区,爱婴室,310115,上海爱婴室商务服务股份有限公司,零售,3116,31.38,603214,上海市浦东新区浦东大道2123号3E-1157室,上海市浦东新区杨高南路729号陆家嘴世纪金融广场1号楼5层,www.aiyingshi.com,8/21/2005,3/30/2018
沪A股,浙江省,宁波市,余姚市,比依股份,330281,浙江比依电器股份有限公司,小家电,2127,27.75,603215,浙江省宁波市余姚市城区经济开发区城东新区俞赵江路88号,浙江省宁波市余姚市城区经济开发区城东新区俞赵江路88号,www.nb-biyi.com,3/19/2001,2/18/2022
沪A股,浙江省,嘉兴市,嘉善县,梦天家居,330421,梦天家居集团股份有限公司,家居用品,2515,26.59,603216,浙江省嘉兴市嘉善县惠民街道长江路88号,浙江省嘉兴市嘉善县惠民街道长江路88号,www.mengtian.com,9/21/2003,12/15/2021
沪A股,山东省,潍坊市,昌乐县,元利科技,370725,元利化学集团股份有限公司,化学制品,946,36.62,603217,山东省潍坊市昌乐县朱刘街道新城街277号5幢,山东省潍坊市昌乐县朱刘街道工业园,www.yuanlichem.com.cn,2/16/2003,6/20/2019
沪A股,浙江省,宁波市,鄞州区,日月股份,330212,日月重工股份有限公司,风电设备,4070,127.48,603218,浙江省宁波市鄞州区东吴镇北村村,浙江省宁波市鄞州区首南街道天智巷7号日月星座大厦三楼、二十楼,www.riyuehi.com,12/12/2007,12/28/2016
沪A股,浙江省,宁波市,余姚市,富佳股份,330281,宁波富佳实业股份有限公司,小家电,2631,78.99,603219,浙江省宁波市余姚市阳明街道长安路303号,浙江省宁波市余姚市阳明街道长安路303号,www.furja.com,8/7/2002,11/22/2021
沪A股,湖北省,武汉市,江汉区,中贝通信,420103,中贝通信集团股份有限公司,通信服务,2403,99.83,603220,湖北省武汉市江汉区经济开发区江兴路1号,湖北省武汉市江汉区江汉经济开发区江兴路1号,www.chinabester.com,12/28/1999,11/15/2018
沪A股,江苏省,苏州市,张家港市,爱丽家居,320582,爱丽家居科技股份有限公司,家居用品,1038,25.36,603221,江苏省苏州市张家港市锦丰镇合兴街道,江苏省苏州市张家港市锦丰镇合兴街道,www.eletile.com,10/31/1999,3/23/2020
沪A股,浙江省,台州市,黄岩区,济民健康,331003,济民健康管理股份有限公司,医疗器械,1947,31.35,603222,浙江省台州市黄岩区北院路888号,浙江省台州市黄岩区北院路888号,www.chimin.cn,12/23/1996,2/17/2015
沪A股,山东省,烟台市,龙口市,恒通股份,370681,恒通物流股份有限公司,石油加工贸易,1348,63.85,603223,山东省烟台市龙口市龙口经济开发区河抱村烟威路东恒通物流股份有限公司综合物流园,山东省烟台市龙口市龙口经济开发区河抱村烟威路东恒通物流股份有限公司综合物流园,www.hengtonggf.com,5/21/2007,6/30/2015
沪A股,浙江省,嘉兴市,桐乡市,新凤鸣,330483,新凤鸣集团股份有限公司,化学纤维,16749,163,603225,浙江省嘉兴市桐乡市洲泉工业区德胜路888号,浙江省嘉兴市桐乡市履祥路501号,www.xinfengming.com,2/21/2000,4/18/2017
沪A股,上海市,市辖区,奉贤区,菲林格尔,310120,菲林格尔家居科技股份有限公司,家居用品,442,24.24,603226,上海市奉贤区林海公路7001号,上海市奉贤区林海公路7001号,www.vohringer.com,3/12/1995,6/15/2017
沪A股,新疆维吾尔自治区,乌鲁木齐市,头屯河区,雪峰科技,650106,新疆雪峰科技(集团)股份有限公司,化学原料,4639,104.7,603227,新疆维吾尔自治区乌鲁木齐市头屯河区经济技术开发区(头屯河区)阿里山街500号,新疆维吾尔自治区乌鲁木齐市头屯河区经济技术开发区阿里山街500号新疆雪峰科技集团研发中心,www.xjxfkj.com,6/26/1984,5/15/2015
沪A股,广东省,深圳市,宝安区,景旺电子,440306,深圳市景旺电子股份有限公司,元件,15298,259.04,603228,广东省深圳市宝安区西乡街道铁岗水库路166号,广东省深圳市光明区凤凰街道东坑社区光源三路158号景旺电子大厦,www.kinwong.com,3/8/1993,1/6/2017
沪A股,浙江省,台州市,临海市,奥翔药业,331082,浙江奥翔药业股份有限公司,化学制药,1174,65.59,603229,浙江省台州市临海市化学原料药基地临海园区东海第四大道5号,浙江省台州市临海市化学原料药基地临海园区东海第四大道5号,www.ausunpharm.com,4/21/2010,5/9/2017
沪A股,内蒙古自治区,呼和浩特市,赛罕区,内蒙新华,150105,内蒙古新华发行集团股份有限公司,文化传媒,1781,42.92,603230,内蒙古自治区呼和浩特市赛罕区呼和浩特经济技术开发区腾飞南路16号如意大厦B座1层101号等,内蒙古自治区呼和浩特市赛罕区呼和浩特经济技术开发区腾飞南路16号如意大厦B座1层101号等,www.nmgxhfxjt.com,5/27/1999,12/24/2021
沪A股,浙江省,宁波市,北仑区,索宝蛋白,330206,宁波索宝蛋白科技股份有限公司,农产品加工,650,31.95,603231,浙江省宁波市北仑区保税区兴业大道12号,浙江省宁波市北仑区保税区兴业大道12号,www.solbar.com,10/16/2003,12/15/2023
沪A股,上海市,市辖区,静安区,格尔软件,310106,格尔软件股份有限公司,软件开发,821,29.86,603232,上海市静安区江场西路299弄5号601室,上海市松江区泗泾镇沐川路58弄1-7号G60商用密码产业基地A2楼,www.koal.com,3/2/1998,4/21/2017
沪A股,广东省,广州市,荔湾区,大参林,440103,大参林医药集团股份有限公司,医药商业,45466,198.5,603233,广东省广州市荔湾区龙溪大道410号、410-1号,广东省广州市荔湾区龙溪大道410号、410-1号,www.dslyy.com,2/11/1999,7/31/2017
沪A股,江西省,景德镇市,乐平市,天新药业,360281,江西天新药业股份有限公司,化学制药,2471,132.78,603235,江西省景德镇市乐平市工业园,江西省景德镇市乐平市乐安江工业园,www.txpharm.com,9/23/2004,7/12/2022
沪A股,上海市,市辖区,松江区,移远通信,310117,上海移远通信技术股份有限公司,通信设备,5890,180.28,603236,上海市松江区泗泾镇高技路205弄6号5层513室,上海市闵行区田林路1016号科技绿洲3期(B区)5号楼,www.quectel.com,10/24/2010,7/16/2019
沪A股,浙江省,嘉兴市,秀洲区,五芳斋,330411,浙江五芳斋实业股份有限公司,食品加工制造,3565,39.5,603237,浙江省嘉兴市秀洲区中山西路2946号,浙江省嘉兴市秀洲区新城街道木桥港路677号兴耀商务广场1幢,www.wufangzhai.com,4/26/1998,8/31/2022
沪A股,浙江省,杭州市,余杭区,诺邦股份,330110,杭州诺邦无纺股份有限公司,美容护理,1432,25.92,603238,浙江省杭州市余杭区余杭经济技术开发区宏达路16号,浙江省杭州市余杭区余杭经济技术开发区宏达路16号,www.nbond.cn,11/26/2002,2/22/2017
沪A股,浙江省,台州市,仙居县,浙江仙通,331024,浙江仙通橡塑股份有限公司,汽车零部件,2562,35.71,603239,浙江省台州市仙居县现代工业集聚区,浙江省台州市仙居县现代工业集聚区,www.zjxtxs.com,11/24/1996,12/30/2016
沪A股,辽宁省,营口市,老边区,鼎际得,210811,辽宁鼎际得石化股份有限公司,化学制品,723,32.41,603255,辽宁省营口市老边区柳树镇石灰村,辽宁省营口市老边区柳树镇石灰村,www.djdsh.com,5/11/2004,8/18/2022
沪A股,上海市,市辖区,浦东新区,宏和科技,310115,宏和电子材料科技股份有限公司,建筑材料,1357,74.95,603256,上海市浦东新区浦东康桥工业区秀沿路123号,上海市浦东新区浦东康桥工业区秀沿路123号,www.gracefabric.com,8/12/1998,7/19/2019
沪A股,江西省,南昌市,红谷滩区,中国瑞林,360113,中国瑞林工程技术股份有限公司,建筑装饰,2324,59.34,603257,江西省南昌市红谷滩区红角洲前湖大道888号,江西省南昌市红谷滩区红角洲前湖大道888号,www.nerin.com,7/13/1986,4/8/2025
沪A股,浙江省,杭州市,滨江区,电魂网络,330108,杭州电魂网络科技股份有限公司,游戏,808,48.56,603258,浙江省杭州市滨江区西兴街道滨安路435号,浙江省杭州市滨江区西兴街道滨安路435号,www.dianhun.cn,8/31/2008,10/26/2016
沪A股,江苏省,无锡市,滨湖区,药明康德,320211,无锡药明康德新药开发股份有限公司,医疗服务,39414,1629.41,603259,江苏省无锡市滨湖区马山五号桥,上海市浦东新区外高桥保税区富特中路288号,www.wuxiapptec.com.cn,11/30/2000,5/8/2018
沪A股,浙江省,嘉兴市,平湖市,合盛硅业,330482,合盛硅业股份有限公司,化学制品,21653,622.9,603260,浙江省嘉兴市平湖市乍浦镇雅山西路530号,浙江省宁波市慈溪市北三环东路1988号恒元广场A座23-24F,www.hoshinesilicon.com,8/22/2005,10/30/2017
沪A股,四川省,成都市,郫都区,立航科技,510117,成都立航科技股份有限公司,军工装备,634,12.71,603261,四川省成都市郫都区高新区安泰三路100号,四川省成都市青羊区青羊工业总部基地C10,www.cdlihang.com,7/2/2003,3/15/2022
沪A股,浙江省,宁波市,慈溪市,天龙股份,330282,宁波天龙电子股份有限公司,汽车零部件,1434,39.5,603266,浙江省宁波市慈溪市杭州湾新区八塘路116号3号楼,浙江省宁波市慈溪市杭州湾新区八塘路116号3号楼,www.ptianlong.com,7/2/2000,1/10/2017
沪A股,北京市,市辖区,丰台区,鸿远电子,110106,北京元六鸿远电子科技股份有限公司,军工电子,1505,122.61,603267,北京市丰台区海鹰路1号院5号楼3层3-2(园区),北京市大兴区中关村科技园区大兴生物医药产业基地天贵街1号,www.yldz.com.cn,12/5/2001,5/15/2019
沪A股,广东省,潮州市,潮安区,松发股份,445103,广东松发陶瓷股份有限公司,家居用品,1011,41.36,603268,广东省潮州市潮安区枫溪区如意路工业区C2-2号楼,广东省潮州市潮安区枫溪镇如意路工业区C2-2号楼,www.songfa.com,7/10/2002,3/19/2015
沪A股,江苏省,常州市,武进区,海鸥股份,320412,江苏海鸥冷却塔股份有限公司,通用设备,955,23.58,603269,江苏省常州市武进区武进经济开发区祥云路16号,江苏省常州市武进区武进经济开发区祥云路16号,www.seagull-ct.cn,11/11/1993,5/17/2017
沪A股,山东省,聊城市,东昌府区,金帝股份,371502,山东金帝精密机械科技股份有限公司,通用设备,2909,50.66,603270,山东省聊城市东昌府区郑家镇工业区66号,山东省聊城市东昌府区郑家镇工业区66号,www.gebchina.com,10/8/2016,9/1/2023
沪A股,浙江省,杭州市,钱塘区,永杰新材,330114,永杰新材料股份有限公司,工业金属,1470,75.09,603271,浙江省杭州市钱塘区江东二路1288号,浙江省杭州市钱塘区江东二路1288号,www.yongjiexc.com,8/28/2003,3/11/2025
沪A股,浙江省,嘉兴市,海盐县,联翔股份,330424,浙江联翔智能家居股份有限公司,家居用品,337,15.58,603272,浙江省嘉兴市海盐县武原街道工业新区一星路5号,浙江省嘉兴市海盐县武原街道工业新区东海大道2887号,www.lead-show.cn,7/3/2004,5/20/2022
沪A股,江苏省,常州市,新北区,天元智能,320411,江苏天元智能装备股份有限公司,工程机械,423,36.24,603273,江苏省常州市新北区河海西路312号,江苏省常州市新北区河海西路312号,www.teeyer.com,1/18/1989,10/23/2023
沪A股,上海市,市辖区,松江区,众辰科技,310117,上海众辰电子科技股份有限公司,自动化设备,849,53.33,603275,上海市松江区泖港镇叶新公路3768号,上海市松江区泖港镇叶新公路3768号,www.zoncn.cn,2/19/2006,8/23/2023
沪A股,江苏省,无锡市,宜兴市,恒兴新材,320282,江苏恒兴新材料科技股份有限公司,化学原料,401,25.98,603276,江苏省无锡市宜兴市宜兴经济技术开发区永宁支路,江苏省无锡市宜兴市宜兴经济技术开发区永宁支路,www.zhgchem.com,12/13/2006,9/25/2023
沪A股,浙江省,杭州市,临平区,银都股份,330113,银都餐饮设备股份有限公司,通用设备,2265,84.13,603277,浙江省杭州市临平区星桥街道星星路1号,浙江省杭州市临平区星桥街道博旺街56号,www.yinduchina.com,4/9/2003,9/11/2017
沪A股,山东省,潍坊市,诸城市,大业股份,370782,山东大业股份有限公司,通用设备,4487,31.44,603278,山东省潍坊市诸城市朱诸路北辛兴经济工业园,山东省潍坊市诸城市朱诸路北辛兴经济工业园,www.sddaye.com,11/23/2003,11/13/2017
沪A股,山东省,德州市,德城区,景津装备,371402,景津装备股份有限公司,通用设备,5644,97.65,603279,山东省德州市德城区经济开发区晶华路北首,山东省德州市德城区经济开发区晶华路北首,www.jjylj.com,12/27/2010,7/29/2019
沪A股,福建省,泉州市,丰泽区,南方路机,350503,福建南方路面机械股份有限公司,工程机械,1234,24.35,603280,福建省泉州市丰泽区高新产业园体育街700号,福建省泉州市丰泽区高新产业园体育街700号,www.nflg.com,5/8/1997,11/8/2022
沪A股,湖北省,荆州市,沙市区,江瀚新材,421002,湖北江瀚新材料股份有限公司,化学制品,940,88.48,603281,湖北省荆州市沙市区东方大道259号,湖北省荆州市沙市区经济开发区群力大道36号,www.jhsi.biz,7/20/1998,1/31/2023
沪A股,浙江省,温州市,龙湾区,亚光股份,330303,浙江亚光科技股份有限公司,环保设备,1036,19.95,603282,浙江省温州市龙湾区温州经济技术开发区滨海园区滨海三道4525号,浙江省温州市龙湾区经济技术开发区滨海园区滨海八路558号,www.china-yaguang.com,8/12/1996,3/15/2023
沪A股,江苏省,苏州市,吴中区,赛腾股份,320506,苏州赛腾精密电子股份有限公司,自动化设备,6069,90.66,603283,江苏省苏州市吴中区吴中经济开发区郭巷街道淞葭路585号,江苏省苏州市吴中区吴中经济开发区郭巷街道淞葭路585号,www.secote.com,6/18/2007,12/25/2017
沪A股,山东省,济宁市,金乡县,键邦股份,370828,山东键邦新材料股份有限公司,化学制品,415,34.56,603285,山东省济宁市金乡县胡集镇济宁新材料产业园区,山东省济宁市金乡县胡集镇济宁新材料产业园区,www.jianbangchem.com,6/9/2014,7/5/2024
沪A股,江苏省,常州市,武进区,日盈电子,320412,江苏日盈电子股份有限公司,汽车零部件,1799,32.66,603286,江苏省常州市武进区横山桥镇芳茂村,江苏省常州市武进区经济开发区潞横路2788号,www.riyingcorp.com,8/11/1998,6/27/2017
沪A股,广东省,佛山市,禅城区,海天味业,440604,佛山市海天调味食品股份有限公司,食品加工制造,9010,2359.36,603288,广东省佛山市禅城区文沙路16号,广东省佛山市禅城区文沙路16号,www.haitian-food.com,4/7/2000,2/11/2014
沪A股,浙江省,杭州市,钱塘区,泰瑞机器,330114,泰瑞机器股份有限公司,专用设备,889,24,603289,浙江省杭州市钱塘区白杨街道银海街417号,浙江省杭州市钱塘区白杨街道银海街417号,cn.tedericglobal.com,8/7/2006,10/31/2017
沪A股,浙江省,嘉兴市,南湖区,斯达半导,330402,斯达半导体股份有限公司,半导体,2002,201.3,603290,浙江省嘉兴市南湖区科兴路988号,浙江省嘉兴市南湖区科兴路988号,www.powersemi.com,4/26/2005,2/4/2020
沪A股,江苏省,宿迁市,宿城区,联合水务,321302,江苏联合水务科技股份有限公司,环境治理,1407,47.02,603291,江苏省宿迁市宿城区幸福北路128号,上海市长宁区遵义路100号虹桥南丰城B座36楼,www.united-water.com,7/11/2004,3/27/2023
沪A股,上海市,市辖区,浦东新区,华勤技术,310115,华勤技术股份有限公司,消费电子,58263,659.01,603296,上海市浦东新区中国(上海)自由贸易试验区科苑路399号1幢,上海市浦东新区绿科路699号华勤全球研发中心,www.huaqin.com,8/28/2005,8/8/2023
沪A股,浙江省,宁波市,鄞州区,永新光学,330212,宁波永新光学股份有限公司,光学光电子,1387,95.26,603297,浙江省宁波市鄞州区高新区木槿路169号,浙江省宁波市鄞州区高新区木槿路169号,www.yxopt.com,2/20/1997,9/10/2018
沪A股,浙江省,杭州市,临安区,杭叉集团,330112,杭叉集团股份有限公司,工程机械,6447,252.4,603298,浙江省杭州市临安区相府路666号,浙江省杭州市临安区相府路666号,www.zjhc.cn,10/10/1963,12/27/2016
沪A股,江苏省,淮安市,淮安区,苏盐井神,320803,江苏苏盐井神股份有限公司,化学原料,3827,84.29,603299,江苏省淮安市淮安区海棠大道18号,江苏省淮安市淮安区海棠大道18号,,4/5/2001,12/31/2015
沪A股,浙江省,杭州市,上城区,海南华铁,330102,浙江海控南科华铁数智科技股份有限公司,多元金融,3427,207.98,603300,浙江省杭州市上城区胜康街368号华铁创业大楼1幢10层,浙江省杭州市上城区胜康街368号华铁创业大楼1幢10层,www.zjhuatie.cn,11/20/2008,5/29/2015
沪A股,浙江省,绍兴市,越城区,振德医疗,330602,振德医疗用品股份有限公司,医疗器械,6717,55.56,603301,浙江省绍兴市越城区皋埠街道皋北工业区,浙江省绍兴市越城区皋埠街道香积路55号,www.zhende.com,8/17/1994,4/12/2018
沪A股,浙江省,金华市,东阳市,得邦照明,330783,横店集团得邦照明股份有限公司,光学光电子,4170,55.75,603303,浙江省金华市东阳市横店工业区,浙江省金华市东阳市横店工业区科兴路88号,www.tospolighting.com.cn,12/29/1996,3/30/2017
沪A股,浙江省,宁波市,北仑区,旭升集团,330206,宁波旭升集团股份有限公司,汽车零部件,4601,120.4,603305,浙江省宁波市北仑区沿山河南路68号,浙江省宁波市北仑区沿山河南路68号,www.nbxus.com,8/24/2003,7/10/2017
沪A股,福建省,厦门市,集美区,华懋科技,350211,华懋(厦门)新材料科技股份有限公司,汽车零部件,3278,109.94,603306,福建省厦门市集美区后溪镇苏山路69号,福建省厦门市集美区后溪镇苏山路69号,www.hmtnew.com,5/15/2002,9/26/2014
沪A股,江苏省,扬州市,邗江区,扬州金泉,321003,扬州金泉旅游用品股份有限公司,服装家纺,2585,23.6,603307,江苏省扬州市邗江区杨寿镇宝女村内,江苏省扬州市邗江区杨寿镇回归路63号,ch.yz-jinquan.com,2/11/1998,2/16/2023
沪A股,安徽省,合肥市,蜀山区,应流股份,340104,安徽应流机电股份有限公司,通用设备,5003,131.94,603308,安徽省合肥市蜀山区经济技术开发区繁华大道566号,安徽省合肥市蜀山区经济技术开发区繁华大道566号,www.yingliugroup.com,4/24/2006,1/22/2014
沪A股,广东省,广州市,番禺区,维力医疗,440113,广州维力医疗器械股份有限公司,医疗器械,2622,33.59,603309,广东省广州市番禺区化龙镇金湖工业城C区4号,广东省广州市番禺区化龙镇国贸大道南47号,www.welllead.com.cn,4/29/2004,3/2/2015
沪A股,浙江省,绍兴市,上虞区,巍华新材,330604,浙江巍华新材料股份有限公司,化学制品,789,59.33,603310,浙江省绍兴市上虞区杭州湾上虞经济技术开发区北塘东路8号,浙江省绍兴市上虞区杭州湾上虞经济技术开发区北塘东路8号,www.weihua-newmaterial.com,10/11/2013,8/14/2024
沪A股,浙江省,绍兴市,诸暨市,金海高科,330681,浙江金海高科股份有限公司,白色家电,1452,22.64,603311,浙江省绍兴市诸暨市应店街镇工业区,浙江省绍兴市诸暨市应店街镇工业区,www.goldensea.cn,7/4/1995,5/18/2015
沪A股,江苏省,苏州市,吴中区,西典新能,320506,苏州西典新能源电气股份有限公司,电网设备,1402,63.96,603312,江苏省苏州市吴中区苏州高新区金枫路353号,江苏省苏州市虎丘区高新区金枫路359号,www.wdint.cn,5/30/2007,1/11/2024
沪A股,江苏省,南通市,如皋市,梦百合,320682,梦百合家居科技股份有限公司,家居用品,7443,38.17,603313,江苏省南通市如皋市丁堰镇皋南路999号,江苏省南通市如皋市丁堰镇皋南路999号,www.mlily.com,5/29/2003,10/13/2016
沪A股,辽宁省,鞍山市,千山区,福鞍股份,210311,辽宁福鞍重工股份有限公司,环境治理,1163,38.74,603315,辽宁省鞍山市千山区鞍郑路8号,辽宁省鞍山市千山区鞍郑路8号,www.lnfa.com.cn,7/13/2004,4/24/2015
沪A股,浙江省,杭州市,上城区,诚邦股份,330102,诚邦生态环境股份有限公司,建筑装饰,366,14.01,603316,浙江省杭州市上城区之江路599号,浙江省杭州市上城区之江路599号,www.cbgfcn.com,4/7/1996,6/19/2017
沪A股,四川省,成都市,双流区,天味食品,510116,四川天味食品集团股份有限公司,食品加工制造,2988,147.61,603317,四川省成都市双流区西航港街道腾飞一路333号,四川省成都市双流区西航港街道腾飞一路333号,www.teway.cn,3/1/2007,4/16/2019
沪A股,辽宁省,大连市,金州区,水发燃气,210213,水发派思燃气股份有限公司,燃气,829,29.24,603318,辽宁省大连市金州区经济技术开发区振鹏工业城73#,山东省济南市历城区经十东路33399号水发大厦10层,www.sfps.sdsf.com.cn,12/3/2002,4/24/2015
