品牌,商场名,地址,开店日期
永辉,石家庄市 高柱店,石家庄新华区联盟路与文苑街交汇处西南角,筹建中门店
永辉,无锡市 江阴万达广场店,江苏省无锡市江阴人民西路317号万达广场,筹建中门店
永辉,南京市 南京新城吾悦广场店,江苏省南京市湖北路51号地下二层南京新城吾悦广场,筹建中门店
永辉,滨海新区 塘沽万达店,天津市滨海新区建材路与解放路交口,筹建中门店
永辉,宁波市 余姚银泰城店,浙江省宁波市余姚市新建北路217号,筹建中门店
永辉,三明市 万星广场店,福建省三明市宁化县龙门路,筹建中门店
永辉,遵义市 遵义自由港店,贵州省遵义市汇川区温州路自由港,筹建中门店
永辉,贵阳市 花果园大街店,贵州省贵阳市南明区都会大道花果园M区13-16栋,筹建中门店
永辉,眉山市 眉山万景国际店,四川省眉山市东坡区下西街与纱縠行交叉口东北侧,筹建中门店
永辉,成都市 简阳雄州大道店,四川省简阳市雄州大道南段与简州大桥交汇处,筹建中门店
永辉,成都市 成都电视塔店,四川省成都市猛追湾街94号四川广播电视塔影视文化广场,筹建中门店
永辉,西安市 雁塔北路店,陕西省西安市雁塔区雁塔北路与友谊东路交汇处东南角,筹建中门店
永辉,西安市 太乙路店,陕西省西安市碑林区南二环（太乙路）太乙城理想街区,筹建中门店
永辉,渭南市 高新万达店,陕西省渭南市高新区新区东路（东兴街）万达广场,筹建中门店
永辉,西安市 纺北路店,陕西省西安市灞桥区纺北路(纺渭路口)华阳新天地,筹建中门店
永辉,西安市 小寨西路店,陕西省西安市小寨西路与含光路交叉口东南角,筹建中门店
永辉,黔南州 罗甸中央广场店,贵州省罗甸县河滨路、东环路、明珠路交汇处,筹建中门店
永辉,浦东新区 唐镇阳光天地店,上海市浦东新区高科东路777弄1幢1号，7号，20号唐镇阳光天地,筹建中门店
永辉,闵行区 颛桥万达广场店,上海市闵行区颛桥镇都市路2700号颛桥万达广场,筹建中门店
永辉,丰台区 西铁营万达广场店,北京市丰台区南苑乡西铁营村西铁营中路1号院,筹建中门店
永辉,廊坊市 富地广场店,河北省三河市燕郊开发区亚泰大街与迎宾路交叉口南侧60米路东,筹建中门店
永辉,衢州市 衢州万达广场店,浙江省衢州市柯城区荷花中路555幢,筹建中门店
永辉,涪陵区 涪陵宝龙店,重庆市涪陵区百花路88号,筹建中门店
永辉,荣昌县 荣昌迎宾大道店,重庆荣昌县北部新区昌龙大道212号（昌龙大道和迎宾大道交汇处）,筹建中门店
永辉,潼南县 潼南毛家坡科艺店,重庆市潼南县东安大道99号,筹建中门店
永辉,曲靖市 曲靖雄业金都店,云南省曲靖市麒麟区寥廓南路与文昌街交汇处,筹建中门店
永辉,达州市 天泰新天地店,四川省达州市大竹县迎宾路与竹海路交汇处,筹建中门店
永辉,成都市 沁园时代广场店,四川省成都市天府新区梓州大道与中和1路交叉口,筹建中门店
永辉,成都市 龙湖西悦天街店,四川省成都市金牛区一品天下大街与茶店子路交叉口,筹建中门店
永辉,成都市 招商花园城店,四川省成都市成华区成华大道,筹建中门店
永辉,六盘水市 六盘水万达店,贵州省六盘水市钟山区麒麟路与碧云路十字西北角,筹建中门店
永辉,贵阳市 云泰广场店,贵州省贵阳市白云区白云南路（七冶大厦旁）,筹建中门店
永辉,成都市 双铁广场店,四川省成都市郸都区天府路与学园路交叉口,筹建中门店
永辉,成都市 武侯万达店,四川省成都市武侯区聚龙路与万兴路交汇处,筹建中门店
永辉,九龙坡区 易鲜生活体验店,重庆市九龙坡区谢家湾正街55号华润二十四层三期万象里商业负一层,筹建中门店
永辉,南通市 通州万达广场店,江苏省南通市通州区金新街道碧华路6号,筹建中门店
永辉,扬州市 邗江万达广场店,江苏省扬州市邗江区邗江中路302号,筹建中门店
永辉,成都市 濛阳店,四川省彭州市濛兴西路50号,筹建中门店
永辉,成都市 新城吾悦广场店,四川省成都市武侯区武侯大道与武兴二路交汇处,筹建中门店
永辉,成都市 成都青龙广场店,四川省成都市成华区街道东林村青龙广场,筹建中门店
永辉,成都市 新津时代广场店,四川省成都市新津县五津镇兴园三路抚江社区一组,筹建中门店
永辉,成都市 新城市广场店,四川省成都市青羊区西大街与宁夏街交汇处,筹建中门店
永辉,德阳市 德阳泰山南路店,四川省德阳市泰山南路二段银鑫五洲广场,筹建中门店
永辉,西安市 雁塔南路店,陕西省西安市雁塔区雁塔南路与雁南二路十字,筹建中门店
永辉,西安市 友谊东路店,陕西省西安市雁塔区友谊东路与雁塔北路交汇处,筹建中门店
永辉,西安市 纺渭路店,陕西省西安市灞桥区纺渭路渝长乐东路西北角,筹建中门店
永辉,泉州市 泉州万科里,福建省泉州市鲤城区江滨北路,筹建中门店
永辉,福州市 万科广场店,福建省福州市台江区白马路与西洋路交叉口,筹建中门店
永辉,郑州市 公园茂店,河南省郑州市高新区雪松路金菊街交叉口,筹建中门店
永辉,大同市 玄辰广场店,山西省大同市城区魏都大道与西马路交汇处,筹建中门店
永辉,惠州市 大亚湾万达广场店,广东省惠州市大亚湾西区龙海二路与龙山八路交汇处,筹建中门店
永辉,合肥市 绿地新都汇店,安徽省肥西县金寨南路与天海路交口,筹建中门店
永辉,合肥市 圣地雅阁店,安徽省合肥市瑶海区临泉东路与王岗路交口（圣地雅阁）,筹建中门店
永辉,郑州市 巩义人民路店,河南省郑州巩义市人民路建设路交汇处西南角,筹建中门店
永辉,福州市 长乐金港城店,福建省福州长乐市金峰镇金港路与胪雷大道交汇处以北,筹建中门店
永辉,南平市 松溪东升商城店,福建省南平市松溪县解放街与古城路交汇处,筹建中门店
永辉,杭州市 金盛嘉悦广场店,浙江省杭州市滨江区浦沿街道东冠路611号金盛嘉悦广场东南角二楼永辉超市,筹建中门店
永辉,杭州市 杭州五常华立C+店,浙江省杭州市五常大道170号,筹建中门店
永辉,深圳市 光明宏发天汇城店,广东省深圳市光明新区风景南路与松白路交汇处,筹建中门店
永辉,深圳市 宝安宏发QCC前城店,广东省深圳市宝安区坪洲地铁站A出口,筹建中门店
永辉,丰都县 久桓时代广场店,重庆市丰都县龙城大道与龙河二桥延伸段交汇处,筹建中门店
永辉,大同市 源茂街东信广场店,山西省大同市城区源茂街与永泰南路西南角,筹建中门店
永辉,泸州市 天远广场店,四川省泸州市江阳区蓝安路与黄桷路交汇处,筹建中门店
永辉,成都市 新城市广场店,四川省成都市青羊区西大街与宁夏街交汇处,筹建中门店
永辉,秀山县 渝秀大道店,重庆市秀山县中和街道渝秀大道126号,筹建中门店
永辉,苏州市 中锐星汇生活广场店,江苏省苏州市园区西沈浒路中锐星汇生活广场,筹建中门店
永辉,泉州市 新城吾悦广场店,福建省泉州晋江市鞋都路与双龙路交汇处,筹建中门店
永辉,宁波市 奉化冠城店,浙江省宁波市奉化南山路与中山路交叉口,筹建中门店
永辉,盐城市 万彩国际广场店,江苏省盐城市建湖县明星路与兴建东路交汇处,筹建中门店
永辉,洛阳市 王城大道店,河南省洛阳市王城大道与汉屯路交叉口C地块负一层,筹建中门店
永辉,朝阳区 明天第一城店,北京市朝阳区立军路与立汤路交叉口西侧340米路北,筹建中门店
永辉,沈阳市 佳兆业店,辽宁省沈阳市沈河区青年大街东侧,筹建中门店
永辉,合肥市 滨湖银泰城店,安徽省合肥市滨湖区庐山大道与云谷路交口,筹建中门店
永辉,金华市 义乌宝龙广场店,浙江省义乌市佛堂镇佛堂大道与渡磬南路交叉口东南角，义乌宝龙广场,筹建中门店
永辉,浦东新区 曹路贝越店,上海市浦东新区金钻路与上川路西南角,筹建中门店
永辉,南通市 海门龙信广场店,江苏省南通市海门市长江南路99号,筹建中门店
永辉,黔南州 龙里名门时代广场店,贵州省黔南州龙里县正大街与胜利街十字路口,筹建中门店
永辉,北碚区 红桂林店,重庆市北碚区缙云大道29号,筹建中门店
永辉,南岸区 奥园城市天地店,重庆市南岸区茶园新区奥园城市天地项目,筹建中门店
永辉,九龙坡区 奥园盘龙店,重庆市九龙坡区大杨石组团Q标准分区F3-5-1地块,筹建中门店
永辉,邯郸市 邯郸勒泰中心·串城店,河北省邯郸市丛台区人民路与陵西大街交叉口邯郸勒泰中心·串城负一层G-139号,筹建中门店
永辉,太原市 华宇百花谷店,山西省太原市学府街132号华宇百花谷商业中心,筹建中门店
永辉,西安市 西安地铁置业店,陕西省西安市小寨西路232号MOMOPAPK项目,筹建中门店
永辉,潼南县 隆鑫中央大街店,重庆市潼南区桂林街道办事处巴渝大道B6号地块6号子地块（巴渝大道与向阳路交汇处）,筹建中门店
永辉,大足县 观棠晓月店,重庆市大足区棠香街道五星大道中段229号,筹建中门店
永辉,昆明市 西城时代店,云南省昆明市滇缅大道与昌源北路十字西北角,筹建中门店
永辉,乐山市 万和凤凰城店,四川省乐山市犍为县凤凰大道南段,筹建中门店
永辉,郑州市 美景万科店,河南省郑州市文化路英才街交叉口,筹建中门店
永辉,张家口市 元都广场店,河北省张家口市张北县光华北大街与兴华东路交口,筹建中门店
永辉,张家口市 兰顿庄园店,河北省张家口市怀来县长城北路与府前街交口,筹建中门店
永辉,石家庄市 青园新街坊店,河北省石家庄市裕华区青园街与建强路交口,筹建中门店
永辉,黔南州 罗甸县明珠广场店,贵州省罗甸县河滨路、东环路、明珠路交汇处,筹建中门店
永辉,阜阳市 七彩世界欢乐城店,安徽省阜阳市阜南路与清河东路交汇处西南角,筹建中门店
永辉,眉山市 峨眉山乐荟城店,四川省峨眉山市佛光北路与乐峨路交汇处,筹建中门店
永辉,成都市 泰合国际财富中心店,四川省成都市锦江区攀成钢片区沙河以东、东大街沿线以南,筹建中门店
永辉,莆田市 水韵城店,福建省莆田市涵江区涵华西路与顶铺路交汇处,筹建中门店
永辉,宝山区 沪太路星光耀店,上海市宝山区泸太路和晋城路交叉口地下一层,筹建中门店
永辉,宁波市 宁波金沙码头店,浙江省宁波市国家高新区江南路梅墟路交叉口,筹建中门店
永辉,绍兴市 和悦广场店,浙江省绍兴嵊州市双塔路和经环西路东北角和悦时代广场3号楼二层,筹建中门店
永辉,杭州市 富春新天地店,浙江省杭州市富阳区恩波大道155号富春新天地,筹建中门店
永辉,杭州市 九堡新禾联创公园店,浙江省杭州市江干区九华路3号,筹建中门店
永辉,南京市 常发广场店,江苏省南京市玄武区红山路88号,筹建中门店
永辉,福州市 马尾正荣财富中心店,福建省福州市马尾区君竹路上岐路交叉口,筹建中门店
永辉,杭州市 西溪银泰城店,浙江省杭州市西湖区余杭塘路崇仁路西南角,筹建中门店
永辉,绍兴市 绍兴1051广场店,浙江省绍兴市人民东路舜江路东北角,筹建中门店
永辉,深圳市 雅宝星河COCO Park店,广东省深圳市龙华区五和大道雅宝星河COCO Park商场负一层,筹建中门店
永辉,南平市 武夷山万兆国际店,福建省武夷山市五九北路以南54号万兆广场,筹建中门店
永辉,三明市 建宁万家店,福建省三明市建宁县荷花东路8号万家财富广场,筹建中门店
永辉,顺义区 金宝花园店,北京市顺义区通顺路与顺恒大街交叉口,筹建中门店
永辉,马鞍山市 和县凡谷店,安徽省马鞍上市迎州路与和州路交口,筹建中门店
永辉,盐城市 阜宁金凡购物广场店,江苏省盐城市阜宁县通榆北路与向阳路交汇处,筹建中门店
永辉,渝北区 北城空港天地店,重庆市渝北区空港大道777号,筹建中门店
永辉,宁德市 古田中央名城点,福建省宁德市古田县六一四路中央名城（原造纸厂地块）9号楼,筹建中门店
永辉,普陀区 真如星光耀广场店,上海市普陀区曹杨路和潮州路口真如星光耀广场,筹建中门店
永辉,宝山区 龙湖北城天街店,上海市宝山区陆翔路黄海路交叉口东北角龙湖北城天街,筹建中门店
永辉,杭州市 理想银泰城店,浙江省杭州市临平世纪大道迎宾路西南角,筹建中门店
永辉,绵阳市 绵阳海珂花郡店,四川省绵阳市安县大南街与宜昌路交汇处西北角,筹建中门店
永辉,成都市 邛崃财富都会店,四川省成都市邛崃市君平大道与G318国道交汇处西北角,筹建中门店
永辉,昆明市 天宇时代广场店,云南省昆明市盘龙区铂金大道与盘龙一号路交叉口,筹建中门店
永辉,绵阳市 海悦银河城店,四川绵阳市游仙区沈家坝上街,筹建中门店
永辉,深圳市 海航城店,深圳市龙岗区龙岗街道办龙岗大道（碧新路）海航城,筹建中门店
永辉,福州市 王府城购物中心店,福建省福州市台江区八一七中路590号,筹建中门店
永辉,西安市 太乙城理想街区店,陕西省西安市碑林区南二环（太乙路）太乙城理想街区,筹建中门店
永辉,邢台市 盛世中央公馆店,河北省邢台市冶金路（莲池大街）盛世中央公馆,筹建中门店
永辉,遂宁市 射洪凯立现代城店,四川省遂宁市射洪县太和镇太和大道北段（枇杷街）凯立现代城,筹建中门店
永辉,龙岩市 上杭时代广场店,福建省上杭县金山路（北环路）帝豪时代广场,筹建中门店
永辉,深圳市 宇宏商业广场店,广东省深圳市龙岗区南湾街道布澜路宇宏商业广场,筹建中门店
永辉,福州市 永泰葛岭店,福建省福州市永泰县葛岭镇龟南洲沿203省道南侧,筹建中门店
永辉,成都市 新津时代广场店,四川省成都市新津县五津镇兴园三路抚江社区一组,筹建中门店
永辉,哈尔滨市 南直路店,黑龙江省哈尔滨市道外区南直路（大有坊街）汇雄生活汇,筹建中门店
永辉,乐山市 乐山黄金时代店,四川省乐山市夹江县漹城镇体育大道黄金时代,筹建中门店
永辉,成都市 中节能世纪中心店,四川省成都市蒲江县鹤山镇健民路246号中节能世纪中心综合体,筹建中门店
永辉,贵阳市 迪拜城店,贵州省贵阳清镇市红枫街（红旗路）迪拜城,筹建中门店
永辉,泉州市 南安中骏世界城店,福建省南安市江北路（美林路）中骏世界城,筹建中门店
永辉,青浦区 青浦宝龙店,上海市青浦区赵巷镇金汇村盈港东路（汇金路）宝龙城市广场,筹建中门店
永辉,杭州市 新天地店,浙江省杭州市东新东路新天地,筹建中门店
永辉,成都市 锦天地店,四川省成都市成华区一环路东三段1号成都饭店.锦天地,筹建中门店
永辉,合肥市 禹洲中央广场店,安徽省合肥市肥东县长江东路（燎原路）禹洲中央广场,筹建中门店
永辉,泉州市 为为国际店,福建省泉州市泉港区祥云中路植物园南侧为为国际,筹建中门店
永辉,西安市 鸿基新城店,陕西省西安市高新区丈八北路206号鸿基新城,筹建中门店
永辉,泉州市 中骏商城店,福建省石狮市凤里街道镇中路（宝岛西路）中骏商城,筹建中门店
永辉,大渡口区 中房店,重庆市大渡口区大堰王村27号朝阳气体厂,筹建中门店
永辉,温州市 柳市现代广场店,浙江省乐清市柳市镇柳翁西路柳江路柳市现代广场,筹建中门店
永辉,巴南区 万象城市广场店,重庆市巴南区界石镇富城路（东城大道）万象城市广场,筹建中门店
永辉,洛阳市 圣域蓝湾店,河南省洛阳市老城区启明西路（班家街）圣域蓝湾,筹建中门店
永辉,郑州市 文化路店,河南省郑州市金水区文化路82号硅谷广场,筹建中门店
永辉,毕节市 樽憬财富广场店,贵州省毕节市同心路与碧阳大道交汇处,筹建中门店
永辉,成都市 金华财富广场店,四川省成都市新都区北新大道二段666号金华财富广场,筹建中门店
永辉,六盘水市 德源新天地店,贵州省六盘水盘县红果镇凤鸣路与杜鹃路交汇处,筹建中门店
永辉,浦东新区 康沈路店,上海市浦东新区周浦镇康沈路1483弄,筹建中门店
永辉,石家庄市 金恒基鹿城店,河北省石家庄市新华区新华路(中华北大街)金恒基·鹿城,筹建中门店
永辉,泸州市 合江太平洋广场店,四川省泸州市合江县荔城大道南1号,筹建中门店
永辉,江津区 遗爱池店,重庆市江津区遗爱池,筹建中门店
永辉,杭州市 城中街店,浙江省杭州市临安锦城街道城中街290号钱王财富广场,筹建中门店
永辉,成都市 龙联广场店,四川省成都市龙泉驿区航天南路与龙工南路交汇处,筹建中门店
永辉,贵阳市 中央大街店,贵州省六盘水市六枝特区人民路,筹建中门店
永辉,贵阳市 亚青城店,贵州省贵阳市小河区黄河路（麦兆巷路）亚青城,筹建中门店
永辉,合肥市 绿地中心店,安徽省合肥市包河区南二环（宿松路）绿地中心,筹建中门店
永辉,成都市 汇点广场店,四川省成都市武侯区武侯大道顺江段77号,筹建中门店
永辉,潼南县 华泰明珠店,重庆市潼南县江北新城,筹建中门店
永辉,成都市 汇融生活广场店,四川省成都市新都区大丰街道西三环,筹建中门店
永辉,淮南市 中环国际广场店,安徽省淮南市田家庵区朝阳路(广场路)中环国际广场,筹建中门店
永辉,淮南市 万国广场店,安徽省淮南市田家庵国庆路（人民路）万国广场,筹建中门店
永辉,东莞市 汉邦六六广场店,广东省东莞市厚街镇兴隆路66号汉邦六六广场,筹建中门店
永辉,江津区 荧鸿城店,重庆市江津区德感街道东江路777号,筹建中门店
永辉,成都市 泰和春天广场店,四川省成都市彭州市朝阳北路东(行政中路北),筹建中门店
永辉,合肥市 华冶新天地店,安徽省合肥市滨湖新区四川路（云谷路）华冶新天地,筹建中门店
永辉,石家庄市 北辰广场店,河北省石家庄市桥东区石纺路3号北辰广场,筹建中门店
永辉,成都市 顺城大街店,四川省成都市顺城大街289号富力广场,筹建中门店
永辉,漳州市 滨江新都汇店,福建省漳州市平和县河滨路北侧（文体中心西侧）,筹建中门店
永辉,焦作市 宏基中心广场店,河南省焦作市博爱县中山路（葵城路）宏基中心广场,筹建中门店
永辉,六安市 红街店,安徽省六安市金安区红街(梅山中路),筹建中门店
永辉,西安市 凤城四路店,陕西省西安市经开区未央大道（凤城四路）中登城市花园,筹建中门店
永辉,盘锦市 双兴南路店,辽宁省盘锦市双兴南路西,筹建中门店
永辉,鞍山市 人民路店,辽宁省鞍山市铁西区人民路706号,筹建中门店
永辉,西安市 十里铺店,陕西省西安市未央区凤城五路（渭滨路）,筹建中门店
永辉,唐山市 北新西道店,河北省唐山市路北区北新西道（学院路）中环广场,筹建中门店
永辉,南岸区 莫比星空店,重庆市南岸区六公里二塘M6地块莫比星空,筹建中门店
永辉,城口县 东大街店,重庆市城口县东大街邮政片区,筹建中门店
永辉,南平市 光泽桔子洲店,福建省南平市光泽县桔子洲,筹建中门店
永辉,安阳市 中华路店,河南省安阳市安东新区中华路(德隆街口）义乌国际商贸城,筹建中门店
永辉,安阳市 文峰店,河南省安阳市文峰大道（东工路）,筹建中门店
永辉,漳州市 明发广场店,福建省漳州市水仙大街（龙江路）,筹建中门店
永辉,郑州市 朱屯店,河南省郑州市农业路（朱屯西路口）东南,筹建中门店
永辉,洛阳市 王城大道店,河南省洛阳市王城大道（汉屯路口）,筹建中门店
永辉,郑州市 航海店,河南省郑州市中原区航海路(嵩山路口)东北,筹建中门店
永辉,郑州市 科学大道店,河南省郑州市高新技术开发区长椿路科学大道,筹建中门店
永辉,郑州市 汝河店,河南省郑州市中原区陇海路（桐柏南路口）中原新城,筹建中门店
永辉,合肥市 东风大道店,安徽省合肥市东风大道,筹建中门店
